,eightd_has_available_keys,is_installed,is_renting,is_returning,last_reported,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,num_ebikes_available,station_id,time_and_day,name,lat,lon,region_id
534,True,1,1,1,1576058339,5,0,10,0,0,562,12/12/2019 12:29:42,Southern Ave Metro,38.840107,-76.9753,133
535,True,1,1,1,1576165887,12,0,3,0,0,563,12/12/2019 12:29:42,Queens Chapel & Hamilton St,38.9546,-76.9595,133
536,True,1,1,1,1576144738,4,0,11,0,0,564,12/12/2019 12:29:42,Northwestern High School,38.975505,-76.952199,133
537,True,1,1,1,1576144731,7,0,8,0,0,565,12/12/2019 12:29:42,New Hampshire Ave & East-West Hwy,38.974205,-76.995227,133
538,True,1,1,1,1576168402,9,1,5,0,0,566,12/12/2019 12:29:42,Rhode Island Ave & 39th St / Brentwood Arts Exchange,38.939271,-76.955047,133
539,True,1,1,1,1576058324,8,0,9,0,0,567,12/12/2019 12:29:42,Riggs Rd & East West Hwy,38.9725,-76.9807,133
540,True,1,1,1,1576144695,11,0,4,0,0,568,12/12/2019 12:29:42,Tanger Outlets,38.7968,-77.0026,133
541,True,1,1,1,1576144758,1,0,14,0,0,569,12/12/2019 12:29:42,Chillum Rd & Riggs Rd / Riggs Plaza,38.961737,-76.995922,133
542,True,1,1,1,1576144786,13,0,2,0,0,570,12/12/2019 12:29:42,Hyattsville Library / Adelphi Rd & Toledo Rd,38.9698,-76.9493,133
543,False,1,1,1,1576163740,8,0,4,0,0,571,12/12/2019 12:29:42,George Mason High School / Haycock Rd & Leesburg Pike,38.895172,-77.190275,152
544,True,1,1,1,1576157183,9,0,3,0,0,572,12/12/2019 12:29:42,State Theatre / Park Pl & N Washington St,38.882746,-77.170032,152
545,True,1,1,1,1576109369,9,0,3,0,0,573,12/12/2019 12:29:42,N Oak St & W Broad St,38.88837,-77.179832,152
546,True,1,1,1,1576157415,7,0,5,0,0,574,12/12/2019 12:29:42,Pennsylvania Ave & Park Ave,38.887403,-77.176992,152
547,True,1,1,1,1576122297,11,0,1,0,0,575,12/12/2019 12:29:42,E Fairfax St & S Washington St,38.880612,-77.171891,152
548,True,1,1,1,1576168189,11,0,1,0,0,576,12/12/2019 12:29:42,N Roosevelt St & Roosevelt Blvd,38.878085,-77.153953,152
549,True,1,1,1,1576144693,8,0,4,0,0,577,12/12/2019 12:29:42,W Broad St & Little Falls St,38.883601,-77.173438,152
550,True,1,1,1,1576058355,11,0,1,0,0,578,12/12/2019 12:29:42,S Maple Ave & S Washington St,38.87972,-77.178408,152
551,True,1,1,1,1576153990,4,0,8,0,0,579,12/12/2019 12:29:42,Falls Church City Hall / Park Ave & Little Falls St,38.885434,-77.173605,152
552,True,1,1,1,1576156001,3,0,9,0,0,580,12/12/2019 12:29:42,W Columbia St & N Washington St,38.885621,-77.166917,152
553,True,1,1,1,1576108806,0,0,19,0,0,581,12/12/2019 12:29:42,West Falls Church Metro,38.9001,-77.1887,104
